startterminal hour startcount endcount
31256 16 559 444
31257 16 622 595
31258 16 662 590
31300 16 402 343
31301 16 554 186
31302 16 358 301
31303 16 517 369
31304 16 309 163
31305 16 447 526
31306 16 214 137
31307 16 527 364
31400 16 595 456
31401 16 451 316
31402 16 106 110
31404 16 233 206
31500 16 166 281
31501 16 60 82
31502 16 126 125
31503 16 661 1061
31504 16 115 250
31505 16 296 222
31506 16 611 1077
31507 16 347 34
31508 16 251 108
31600 16 1170 1736
31601 16 254 390
31602 16 943 1049
31603 16 1658 1383
31604 16 1069 1224
31605 16 1208 1291
31606 16 672 764
31607 16 577 864
31608 16 868 329
31609 16 406 692
31610 16 1205 1115
31611 16 564 854
31612 16 697 1050
31613 16 2486 1962
31614 16 481 956
31615 16 438 858
31616 16 615 1122
31617 16 306 320
31618 16 1176 1065
31619 16 1062 1885
31620 16 1480 1005
31621 16 1279 614
31622 16 591 1257
31623 16 2967 4489
31624 16 2131 3449
31625 16 501 614
31626 16 362 628
31628 16 896 874
31700 16 8 6
31701 16 12 3
31702 16 11 3
31703 16 42 12
31705 16 21 16
31706 16 12 8
31707 16 28 65
31708 16 46 49
31801 16 39 54
31802 16 61 28
31803 16 4 30
31804 16 14 10
31805 16 36 42
31806 16 12 40
31901 16 5 7
31000 17 146 207
31001 17 428 434
31002 17 437 761
31003 17 265 253
31004 17 93 284
31005 17 112 199
31006 17 209 407
31007 17 849 1445
31008 17 302 374
31009 17 748 276
31010 17 288 501
31011 17 570 385
31012 17 571 65
31013 17 123 262
31014 17 1553 1466
31015 17 1020 785
31016 17 404 215
31017 17 780 264
31018 17 155 206
31019 17 199 190
31020 17 395 178
31021 17 220 179
31022 17 373 353
31023 17 231 305
31024 17 342 354
31025 17 144 211
31026 17 82 99
31027 17 101 157
31028 17 183 99
31029 17 84 216
31030 17 166 254
31031 17 157 192
31032 17 41 96
31033 17 138 157
31034 17 124 267
31035 17 150 206
31036 17 92 261
31037 17 584 262
31038 17 198 87
31039 17 138 161
31040 17 94 75
31041 17 87 95
31042 17 78 88
31043 17 105 134
31044 17 63 55
31045 17 98 45
31046 17 17 19
31047 17 126 129
31048 17 92 186
31049 17 48 78
31050 17 26 119
31051 17 20 69
31052 17 12 13
31100 17 2307 805
31101 17 1933 3983
31102 17 779 1368
31103 17 1480 1622
31104 17 2127 2802
31105 17 1332 1664
31106 17 1824 1675
31107 17 987 1355
31108 17 1398 2730
31109 17 734 1470
31110 17 2219 2297
31111 17 1292 2434
31112 17 198 367
31113 17 804 1446
31115 17 365 552
31116 17 1025 2127
31200 17 5558 5661
31201 17 3441 5550
31202 17 1321 2318
31203 17 1943 3269
31204 17 2846 1143
31205 17 3226 2422
31206 17 1652 321
31207 17 288 382
31208 17 1264 661
31209 17 372 405
31210 17 68 22
31211 17 477 510
31212 17 2765 2037
31213 17 2813 1782
31214 17 2773 4394
31215 17 1972 1765
31216 17 2545 945
31217 17 3223 959
31218 17 2256 1637
31219 17 3002 1657
31220 17 2627 777
31221 17 2627 1425
31222 17 2933 1630
31223 17 1699 2289
31224 17 2017 1023
31225 17 2207 2210
31226 17 701 518
31227 17 2744 966
31228 17 2721 2541
31229 17 2295 4413
31230 17 3595 2264
31231 17 3344 1474
31232 17 2785 3088
31233 17 2991 1369
31234 17 1704 1808
31235 17 2793 2005
31236 17 1727 954
31237 17 1953 2106
31238 17 2503 1399
31239 17 2901 2156
31240 17 1508 1584
31241 17 3084 2525
31242 17 2629 1031
31243 17 3075 1326
31244 17 1692 1292
31245 17 1024 1523
31246 17 1730 1839
31247 17 2941 2394
31248 17 2251 1561
31249 17 1220 1201
31250 17 834 242
31251 17 854 743
31252 17 864 337
31253 17 866 248
31254 17 1073 372
31255 17 695 345
31256 17 833 593
31257 17 896 849
31258 17 430 473
31300 17 548 560
31301 17 864 307
31302 17 424 374
31303 17 835 510
31304 17 347 230
31305 17 600 609
31306 17 240 410
31307 17 480 460
31400 17 839 1112
31401 17 415 517
31402 17 175 269
31404 17 245 355
31500 17 180 544
31501 17 68 124
31502 17 178 164
31503 17 820 1931
31504 17 135 605
31505 17 413 400
31506 17 731 1724
31507 17 334 29
31508 17 219 173
31600 17 1844 2867
31601 17 307 538
31602 17 1574 1882
31603 17 2793 2216
31604 17 1896 1852
31605 17 1665 1835
31606 17 854 1208
31607 17 757 1254
31608 17 636 429
31609 17 598 1008
31610 17 1283 1703
31611 17 647 1535
31612 17 1029 1914
31613 17 3469 2601
31614 17 592 1658
31615 17 609 1532
31616 17 1057 1688
31617 17 258 563
31618 17 1659 1884
31619 17 1435 3274
31620 17 3145 1335
31621 17 1791 881
31622 17 721 2074
31623 17 6503 5399
31624 17 4525 3464
31625 17 633 974
31626 17 428 1284
31628 17 973 1669
31700 17 16 9
31701 17 27 7
31702 17 12 7
31703 17 23 12
31705 17 19 15
31706 17 5 6
31707 17 23 53
31708 17 51 46
31801 17 33 114
31802 17 96 67
31803 17 6 70
31804 17 62 15
31805 17 33 47
31806 17 15 18
31000 18 77 164
31001 18 363 393
31002 18 362 549
31003 18 230 285
31004 18 116 224
31005 18 134 254
31006 18 243 515
31007 18 1291 1019
31008 18 246 441
31009 18 512 507
31010 18 326 646
31011 18 382 506
31012 18 278 68
31013 18 145 382
31014 18 1314 1284
31015 18 690 761
31016 18 307 209
31017 18 712 341
31018 18 198 239
31019 18 249 274
31020 18 311 271
31021 18 293 234
31022 18 437 373
31023 18 246 228
31024 18 454 361
31025 18 183 269
31026 18 94 82
31027 18 150 200
31028 18 243 86
31029 18 100 267
31030 18 167 283
31031 18 184 205
31032 18 48 141
31033 18 147 205
31034 18 210 196
31035 18 158 327
31036 18 104 284
31037 18 464 278
31038 18 98 76
31039 18 134 171
31040 18 83 73
31041 18 85 75
31042 18 83 57
31043 18 82 101
31044 18 91 83
31045 18 32 28
31046 18 13 19
31047 18 96 143
31048 18 100 155
31049 18 53 51
31050 18 38 63
31051 18 26 70
31052 18 11 9
31100 18 1670 572
31101 18 2324 4515
31102 18 1116 2270
31103 18 2069 2138
31104 18 2563 3390
31105 18 1609 2087
31106 18 2193 2159
31107 18 1476 1868
31108 18 1248 2053
31109 18 873 2015
31110 18 2167 2888
31111 18 1565 2756
31112 18 172 439
31113 18 1107 1680
31115 18 499 670
31116 18 1333 2900
31200 18 5754 6261
31201 18 4088 5584
31202 18 1508 2694
31203 18 2375 3984
31204 18 1350 866
31205 18 3624 2266
31206 18 972 277
31207 18 375 482
31208 18 996 1060
31209 18 215 758
31210 18 83 23
31211 18 449 619
31212 18 2436 1986
31213 18 2664 1692
31214 18 3074 4646
31215 18 1516 1565
31216 18 2271 1021
31217 18 1804 754
31218 18 1282 1195
31219 18 1888 1197
31220 18 1832 609
31221 18 2054 1326
31222 18 2171 1374
31223 18 1857 2403
31224 18 1829 931
31225 18 2360 2070
31226 18 465 576
31227 18 2416 888
31228 18 2525 3519
31229 18 2462 4248
31230 18 3767 2313
31231 18 1832 1067
31232 18 2772 3348
31233 18 2109 1221
31234 18 1813 1692
31235 18 2081 1655
31236 18 1209 968
31237 18 2054 2244
31238 18 2387 1041
31239 18 2783 2072
31240 18 1222 1439
31241 18 2949 3087
31242 18 1729 761
31243 18 1643 931
31244 18 1193 1003
31245 18 1159 1834
31246 18 1937 1866
31247 18 1980 2182
31248 18 1419 1490
31249 18 998 1052
31250 18 859 234
31251 18 898 833
31252 18 958 246
31253 18 1132 183
31254 18 617 322
31255 18 619 413
31256 18 645 656
31257 18 1156 857
31258 18 302 285
31300 18 599 577
31301 18 374 222
31302 18 566 560
31303 18 687 522
31304 18 343 357
31305 18 703 760
31306 18 337 419
31307 18 556 676
31400 18 953 1240
31401 18 480 846
31402 18 171 305
31404 18 251 523
31500 18 169 524
31501 18 61 132
31502 18 137 152
31503 18 1037 2008
31504 18 135 435
31505 18 377 478
31506 18 992 1936
31507 18 128 42
31508 18 186 171
31600 18 2317 3106
31601 18 416 606
31602 18 1999 2166
31603 18 2193 2064
31604 18 1772 1889
31605 18 1946 1728
31606 18 1133 1326
31607 18 921 1360
31608 18 514 600
31609 18 579 1199
31610 18 1636 1657
31611 18 795 2331
31612 18 1218 1990
31613 18 3670 2953
31614 18 681 2145
31615 18 704 1581
31616 18 1492 1604
31617 18 256 675
31618 18 1615 1651
31619 18 1667 3590
31620 18 1566 1616
31621 18 956 585
31622 18 921 2715
31623 18 4838 3616
31624 18 2991 1937
31625 18 732 1261
31626 18 578 1331
31628 18 952 1560
31700 18 21 10
31701 18 21 13
31702 18 5 15
31703 18 14 25
31705 18 8 11
31706 18 12 9
31707 18 28 21
31708 18 29 66
31801 18 40 166
31802 18 138 34
31803 18 2 34
31804 18 20 12
31805 18 34 41
31806 18 21 11
31000 19 73 88
31001 19 236 227
31002 19 197 253
31003 19 104 160
31004 19 90 147
31005 19 89 233
31006 19 187 301
31007 19 754 447
31008 19 149 286
31009 19 267 308
31010 19 202 471
31011 19 199 374
31012 19 100 59
31013 19 116 337
31014 19 772 846
31015 19 390 482
31016 19 167 180
31017 19 422 317
31018 19 144 204
31019 19 237 239
31020 19 257 251
31021 19 251 198
31022 19 376 311
31023 19 190 151
31024 19 321 276
31025 19 182 252
31026 19 69 99
31027 19 128 125
31028 19 159 98
31029 19 70 167
31030 19 200 233
31031 19 113 153
31032 19 21 56
31033 19 111 184
31034 19 173 184
31035 19 86 228
31036 19 79 137
31037 19 271 191
31038 19 74 52
31039 19 172 136
31040 19 44 92
31041 19 33 55
31042 19 37 57
31043 19 32 44
31044 19 41 43
31045 19 24 21
31046 19 11 18
31047 19 59 81
31048 19 59 77
31049 19 48 56
31050 19 15 43
31051 19 19 32
31052 19 10 24
31100 19 1092 337
31101 19 2035 3582
31102 19 1039 1691
31103 19 2019 1697
31104 19 2304 2533
31105 19 1764 1752
31106 19 1673 1953
31107 19 1423 1553
31108 19 815 1436
31109 19 807 1482
31110 19 1730 2412
31111 19 1335 2345
31112 19 121 329
31113 19 1156 1628
31115 19 501 548
31116 19 1341 2220
31200 19 4372 4951
31201 19 3373 4659
31202 19 1351 2228
31203 19 2006 2866
31204 19 1021 747
31205 19 2731 1491
31206 19 500 149
31207 19 292 369
31208 19 535 657
31209 19 317 356
31210 19 64 11
31211 19 396 287
31212 19 1682 1516
31213 19 1502 993
31214 19 2693 3516
31215 19 786 1035
31216 19 1143 491
31217 19 791 495
31218 19 650 464
31219 19 1150 765
31220 19 1052 362
31221 19 1273 1068
31222 19 1550 1074
31223 19 1414 1844
31224 19 1033 591
31225 19 1364 1553
31226 19 356 361
31227 19 1243 543
31228 19 2215 2363
31229 19 2415 3398
31230 19 2401 1594
31231 19 744 434
31232 19 2189 2110
31233 19 1251 741
31234 19 1254 1307
31235 19 1434 1133
31236 19 875 509
31237 19 1607 1733
31238 19 1439 668
31239 19 1794 1463
31240 19 1087 1011
31241 19 2300 2455
31242 19 1170 433
31243 19 883 576
31244 19 734 865
31245 19 1016 1647
31246 19 1329 1431
31247 19 1592 1424
31248 19 980 895
31249 19 724 676
31250 19 424 136
31251 19 615 643
31252 19 344 164
31253 19 376 105
31254 19 420 200
31255 19 349 296
31256 19 569 519
31257 19 856 627
31258 19 173 162
31300 19 531 446
31301 19 331 147
31302 19 506 479
31303 19 591 418
31304 19 258 287
31305 19 668 821
31306 19 251 293
31307 19 498 566
31400 19 934 1085
31401 19 426 768
31402 19 152 227
31404 19 229 528
31500 19 152 366
31501 19 42 115
31502 19 110 140
31503 19 874 1546
31504 19 88 281
31505 19 237 434
31506 19 881 1486
31507 19 132 29
31508 19 101 177
31600 19 1855 2380
31601 19 347 423
31602 19 1870 1953
31603 19 1644 1660
31604 19 1288 1501
31605 19 1545 1366
31606 19 986 1210
31607 19 851 1044
31608 19 360 576
31609 19 360 753
31610 19 1123 1414
31611 19 740 2159
31612 19 996 1397
31613 19 2515 2271
31614 19 570 1379
31615 19 872 1405
31616 19 1132 1310
31617 19 225 625
31618 19 1176 1445
31619 19 1449 2427
31620 19 1022 1135
31621 19 505 347
31622 19 757 1700
31623 19 2800 2251
31624 19 1508 989
31625 19 1049 803
31626 19 459 895
31628 19 783 1009
31700 19 10 4
31701 19 1 10
31702 19 10 11
31703 19 12 11
31705 19 26 27
31706 19 2 8
31707 19 26 43
31708 19 29 69
31801 19 26 61
31802 19 48 16
31803 19 4 22
31804 19 4 13
31805 19 20 45
31806 19 6 15
31000 20 56 74
31001 20 169 166
31002 20 131 199
31003 20 79 106
31004 20 49 89
31005 20 67 151
31006 20 148 202
31007 20 518 274
31008 20 117 243
31009 20 158 243
31010 20 180 259
31011 20 138 329
31012 20 56 47
31013 20 140 195
31014 20 441 595
31015 20 239 379
31016 20 123 120
31017 20 303 225
31018 20 86 120
31019 20 183 157
31020 20 135 155
31021 20 212 122
31022 20 280 192
31023 20 200 121
31024 20 281 192
31025 20 129 99
31026 20 46 88
31027 20 61 121
31028 20 109 73
31029 20 47 130
31030 20 120 212
31031 20 48 149
31032 20 30 35
31033 20 78 145
31034 20 108 167
31035 20 57 147
31036 20 45 79
31037 20 155 137
31038 20 44 45
31039 20 94 131
31040 20 33 54
31041 20 16 17
31042 20 22 21
31043 20 16 18
31044 20 24 27
31045 20 13 15
31046 20 11 17
31047 20 23 29
31048 20 42 45
31049 20 37 40
31050 20 12 38
31051 20 14 27
31052 20 2 33
31100 20 708 241
31101 20 1733 2798
31102 20 935 1271
31103 20 1541 1410
31104 20 2071 2153
31105 20 1345 1304
31106 20 1383 1348
31107 20 1020 1312
31108 20 632 1124
31109 20 615 1256
31110 20 1463 1619
31111 20 1192 1884
31112 20 50 207
31113 20 806 1145
31115 20 349 522
31116 20 968 1821
31200 20 3777 3567
31201 20 2882 3288
31202 20 1098 1676
31203 20 1583 2179
31204 20 639 588
31205 20 1696 1108
31206 20 302 78
31207 20 197 285
31208 20 357 444
31209 20 150 197
31210 20 76 10
31211 20 145 81
31212 20 1042 1077
31213 20 953 542
31214 20 2186 2854
31215 20 596 639
31216 20 692 359
31217 20 404 324
31218 20 396 373
31219 20 630 459
31220 20 484 206
31221 20 891 667
31222 20 984 735
31223 20 1114 1364
31224 20 651 331
31225 20 1165 1026
31226 20 297 271
31227 20 810 326
31228 20 1902 1499
31229 20 1725 2719
31230 20 1372 852
31231 20 488 294
31232 20 1792 1399
31233 20 872 488
31234 20 875 1082
31235 20 939 754
31236 20 511 300
31237 20 1186 1274
31238 20 869 386
31239 20 1348 918
31240 20 796 675
31241 20 1642 1948
31242 20 771 346
31243 20 527 400
31244 20 414 599
31245 20 763 1220
31246 20 930 908
31247 20 1090 937
31248 20 679 773
31249 20 532 476
31250 20 194 64
31251 20 436 598
31252 20 267 99
31253 20 281 64
31254 20 267 131
31255 20 230 190
31256 20 335 210
31257 20 558 429
31258 20 121 110
31300 20 425 460
31301 20 310 134
31302 20 320 306
31303 20 472 346
31304 20 163 201
31305 20 568 571
31306 20 165 203
31307 20 383 427
31400 20 662 880
31401 20 391 502
31402 20 111 185
31404 20 203 346
31500 20 110 205
31501 20 29 102
31502 20 81 63
31503 20 722 1219
31504 20 72 165
31505 20 172 378
31506 20 592 1251
31507 20 73 17
31508 20 69 107
31600 20 1456 1678
31601 20 190 289
31602 20 1592 1641
31603 20 987 1231
31604 20 933 1185
31605 20 1056 975
31606 20 650 962
31607 20 564 797
31608 20 329 380
31609 20 315 459
31610 20 811 910
31611 20 740 1375
31612 20 652 1061
31613 20 2024 1561
31614 20 510 1021
31615 20 511 906
31616 20 714 1004
31617 20 165 449
31618 20 889 1083
31619 20 894 1717
31620 20 784 675
31621 20 334 219
31622 20 382 1176
31623 20 1939 1472
31624 20 927 552
31625 20 731 422
31626 20 299 669
31628 20 433 787
31700 20 4 4
31701 20 1 4
31702 20 10 4
31703 20 13 10
31705 20 22 18
31706 20 8 4
31707 20 18 27
31708 20 24 42
31801 20 26 40
31802 20 28 7
31803 20 3 27
31804 20 6 10
31805 20 12 33
31806 20 8 26
31000 21 26 45
31001 21 160 80
31002 21 110 103
31003 21 28 79
31004 21 20 77
31005 21 34 70
31006 21 102 109
31007 21 381 188
31008 21 47 221
31009 21 87 188
31010 21 94 197
31011 21 97 185
31012 21 39 36
31013 21 113 129
31014 21 268 378
31015 21 137 293
31016 21 93 89
31017 21 253 179
31018 21 31 75
31019 21 162 98
31020 21 114 83
31021 21 137 51
31022 21 238 103
31023 21 176 89
31024 21 176 120
31025 21 70 83
31026 21 42 52
31027 21 37 88
31028 21 59 64
31029 21 30 104
31030 21 86 212
31031 21 38 85
31032 21 36 26
31033 21 31 70
31034 21 64 108
31035 21 25 96
31036 21 11 52
31037 21 100 105
31038 21 16 33
31039 21 72 83
31040 21 31 30
31041 21 13 15
31042 21 9 12
31043 21 16 8
31044 21 33 20
31045 21 6 11
31046 21 1 2
31047 21 21 27
31048 21 33 35
31049 21 25 33
31050 21 12 23
31051 21 5 23
31052 21 5 12
31100 21 497 128
31101 21 1529 2047
31102 21 867 1051
31103 21 1262 1297
31104 21 1718 1643
31105 21 1092 960
31106 21 1009 1017
31107 21 922 1250
31108 21 530 854
31109 21 533 972
31110 21 953 1239
31111 21 1184 1579
31112 21 26 206
31113 21 619 803
31115 21 296 477
31116 21 824 1261
31200 21 2880 2433
31201 21 2052 2349
31202 21 1000 1280
31203 21 1200 1657
31204 21 460 573
31205 21 1170 817
31206 21 152 48
31207 21 143 238
31208 21 321 341
31209 21 597 94
31210 21 32 7
31211 21 171 51
31212 21 884 962
31213 21 594 351
31214 21 1593 2037
31215 21 426 356
31216 21 463 276
31217 21 280 267
31218 21 368 315
31219 21 411 270
31220 21 304 254
31221 21 631 449
31222 21 757 557
31223 21 892 1186
31224 21 418 200
31225 21 851 499
31226 21 228 153
31227 21 486 209
31228 21 1812 939
31229 21 1284 1969
31230 21 951 541
31231 21 355 179
31232 21 1623 944
31233 21 566 308
31234 21 737 771
31235 21 730 696
31236 21 468 223
31237 21 856 901
31238 21 610 321
31239 21 738 637
31240 21 375 420
31241 21 1196 1586
31242 21 546 171
31243 21 378 318
31244 21 249 519
31245 21 589 903
31246 21 738 584
31247 21 730 721
31248 21 409 504
31249 21 369 312
31250 21 142 40
31251 21 303 523
31252 21 161 74
31253 21 165 45
31254 21 203 102
31255 21 145 144
31256 21 375 219
31257 21 423 333
31258 21 91 106
31300 21 214 314
31301 21 170 94
31302 21 275 233
31303 21 361 185
31304 21 105 107
31305 21 438 311
31306 21 94 203
31307 21 257 326
31400 21 514 677
31401 21 346 440
31402 21 84 162
31404 21 195 268
31500 21 80 207
31501 21 18 49
31502 21 30 30
31503 21 482 1032
31504 21 60 95
31505 21 110 284
31506 21 536 1037
31507 21 29 12
31508 21 47 108
31600 21 1003 1315
31601 21 235 215
31602 21 1485 1216
31603 21 577 893
31604 21 671 918
31605 21 673 750
31606 21 396 626
31607 21 290 650
31608 21 241 202
31609 21 158 334
31610 21 591 613
31611 21 688 921
31612 21 363 896
31613 21 1570 913
31614 21 449 857
31615 21 482 676
31616 21 537 787
31617 21 133 306
31618 21 736 880
31619 21 509 1239
31620 21 737 378
31621 21 234 160
31622 21 234 855
31623 21 1433 975
31624 21 657 411
31625 21 379 348
31626 21 208 541
31628 21 352 545
31700 21 4 2
31701 21 1 24
31702 21 6 1
31703 21 7 10
31705 21 19 17
31706 21 1 2
31707 21 10 31
31708 21 15 32
31801 21 15 28
31802 21 6 8
31804 21 12 10
31805 21 8 16
31806 21 8 13
31000 22 40 36
31001 22 90 55
31002 22 56 72
31003 22 16 27
31004 22 12 41
31005 22 5 38
31006 22 67 71
31007 22 356 111
31008 22 27 148
31009 22 35 130
31010 22 50 176
31011 22 73 135
31012 22 23 16
31013 22 61 105
31014 22 170 255
31015 22 103 191
31016 22 58 90
31017 22 234 115
31018 22 30 88
31019 22 118 45
31020 22 85 68
31021 22 82 29
31022 22 184 73
31023 22 139 68
31024 22 127 81
31025 22 33 52
31026 22 22 25
31027 22 23 53
31028 22 36 43
31029 22 10 111
31030 22 46 189
31031 22 33 71
31032 22 12 45
31033 22 41 44
31034 22 32 77
31035 22 22 75
31036 22 5 24
31037 22 134 79
31038 22 15 31
31039 22 39 52
31040 22 21 25
31041 22 10 5
31042 22 24 11
31043 22 2 10
31044 22 15 19
31045 22 11 4
31046 22 5 3
31047 22 9 15
31048 22 28 33
31049 22 17 20
31050 22 5 22
31051 22 5 19
31052 22 3 25
31100 22 298 70
31101 22 1481 1706
31102 22 815 852
31103 22 1058 1086
31104 22 1357 1325
31105 22 773 745
31106 22 813 787
31107 22 750 1104
31108 22 390 635
31109 22 504 836
31110 22 720 884
31111 22 1341 1458
31112 22 19 120
31113 22 604 736
31115 22 166 375
31116 22 697 1085
31200 22 2025 1786
31201 22 1398 1437
31202 22 921 1015
31203 22 954 1303
31204 22 260 420
31205 22 717 629
31206 22 75 32
31207 22 69 248
31208 22 519 219
31209 22 451 43
31210 22 19 2
31211 22 296 28
31212 22 633 695
31213 22 399 270
31214 22 1311 1675
31215 22 298 169
31216 22 354 205
31217 22 233 164
31218 22 258 230
31219 22 325 146
31220 22 172 194
31221 22 493 430
31222 22 526 424
31223 22 834 884
31224 22 213 145
31225 22 472 352
31226 22 152 129
31227 22 270 175
31228 22 1445 691
31229 22 997 1527
31230 22 669 431
31231 22 171 132
31232 22 1131 594
31233 22 430 259
31234 22 558 552
31235 22 562 455
31236 22 218 136
31237 22 564 647
31238 22 429 220
31239 22 525 453
31240 22 293 339
31241 22 960 1415
31242 22 308 129
31243 22 172 151
31244 22 169 433
31245 22 435 803
31246 22 542 388
31247 22 524 534
31248 22 331 339
31249 22 284 245
31250 22 101 45
31251 22 201 407
31252 22 111 75
31253 22 101 37
31254 22 146 85
31255 22 85 126
31256 22 237 81
31257 22 245 249
31258 22 71 70
31300 22 165 230
31301 22 186 65
31302 22 214 197
31303 22 283 127
31304 22 74 76
31305 22 357 225
31306 22 78 149
31307 22 212 214
31400 22 432 565
31401 22 313 405
31402 22 63 117
31404 22 146 174
31500 22 78 123
31501 22 17 42
31502 22 23 13
31503 22 382 743
31504 22 29 75
31505 22 96 276
31506 22 379 813
31507 22 10 11
31508 22 44 69
31600 22 685 953
31601 22 101 209
31602 22 1124 908
31603 22 399 712
31604 22 525 706
31605 22 626 506
31606 22 311 486
31607 22 195 391
31608 22 222 207
31609 22 92 275
31610 22 352 500
31611 22 636 782
31612 22 245 690
31613 22 1085 772
31614 22 300 609
31615 22 267 560
31616 22 382 601
31617 22 107 257
31618 22 471 750
31619 22 335 920
31620 22 603 239
31621 22 155 106
31622 22 163 722
31623 22 1152 826
31624 22 509 355
31625 22 282 235
31626 22 136 408
31628 22 468 489
31700 22 2 8
31701 22 2 14
31703 22 9 5
31705 22 4 6
31706 22 3 6
31707 22 3 13
31708 22 14 31
31801 22 19 16
31802 22 2 2
31803 22 1 2
31805 22 16 16
31806 22 2 18
31000 23 15 15
31001 23 65 29
31002 23 22 33
31003 23 15 25
31004 23 6 26
31005 23 18 19
31006 23 30 43
31007 23 215 63
31008 23 21 93
31009 23 15 81
31010 23 25 96
31011 23 33 74
31012 23 1 4
31013 23 43 51
31014 23 71 153
31015 23 74 126
31016 23 40 42
31017 23 192 60
31018 23 12 49
31019 23 53 34
31020 23 75 48
31021 23 57 17
31022 23 111 46
31023 23 68 41
31024 23 103 60
31025 23 15 29
31026 23 12 25
31027 23 12 28
31028 23 27 19
31029 23 10 96
31030 23 34 102
31031 23 8 34
31032 23 7 16
31033 23 16 47
31034 23 27 44
31035 23 13 76
31036 23 5 37
31037 23 57 42
31038 23 13 10
31039 23 22 36
31040 23 17 16
31041 23 3 3
31042 23 12 5
31044 23 4 12
31045 23 2 8
31046 23 1 1
31047 23 2 2
31048 23 13 9
31049 23 20 14
31051 23 3 12
31052 23 2 7
31100 23 163 36
31101 23 1301 1255
31102 23 630 636
31103 23 699 883
31104 23 1156 957
31105 23 546 496
31106 23 524 546
31107 23 487 850
31108 23 199 342
31109 23 444 600
31110 23 445 604
31111 23 1240 1034
31112 23 13 76
31113 23 385 543
31115 23 167 314
31116 23 554 790
31200 23 1384 1190
31201 23 757 864
31202 23 835 703
31203 23 702 938
31204 23 191 471
31205 23 414 370
31206 23 39 23
31207 23 54 164
31208 23 139 149
31209 23 63 20
31210 23 11 3
31211 23 52 21
31212 23 426 540
31213 23 269 229
31214 23 893 1258
31215 23 183 90
31216 23 208 115
31217 23 98 152
31218 23 135 132
31219 23 168 86
31220 23 163 116
31221 23 337 225
31222 23 380 318
31223 23 597 771
31224 23 176 96
31225 23 333 251
31226 23 103 132
31227 23 204 104
31228 23 895 386
31229 23 699 1108
31230 23 505 204
31231 23 82 76
31232 23 668 321
31233 23 257 197
31234 23 325 398
31235 23 357 306
31236 23 227 105
31237 23 383 530
31238 23 312 103
31239 23 260 367
31240 23 227 202
31241 23 799 998
31242 23 207 108
31243 23 94 97
31244 23 70 254
31245 23 301 610
31246 23 306 245
31247 23 319 301
31248 23 152 197
31249 23 222 177
31250 23 42 29
31251 23 135 263
31252 23 87 38
31253 23 67 28
31254 23 99 75
31255 23 90 102
31256 23 156 48
31257 23 177 165
31258 23 62 56
31300 23 90 158
31301 23 79 50
31302 23 130 149
31303 23 181 68
31304 23 45 45
31305 23 207 166
31306 23 48 92
31307 23 121 138
31400 23 279 417
31401 23 292 361
31402 23 62 119
31404 23 103 124
31500 23 57 96
31501 23 12 43
31502 23 35 14
31503 23 248 637
31504 23 22 61
31505 23 62 178
31506 23 242 610
31507 23 10 3
31508 23 41 53
31600 23 485 634
31601 23 29 91
31602 23 733 675
31603 23 293 387
31604 23 385 451
31605 23 363 268
31606 23 230 361
31607 23 96 253
31608 23 145 86
31609 23 45 126
31610 23 218 285
31611 23 457 445
31612 23 165 426
31613 23 779 426
31614 23 261 462
31615 23 163 383
31616 23 272 451
31617 23 48 229
31618 23 207 463
31619 23 218 651
31620 23 376 174
31621 23 110 98
31622 23 145 501
31623 23 847 499
31624 23 340 203
31625 23 175 124
31626 23 57 354
31628 23 182 391
31700 23 3 11
31701 23 1 2
31703 23 3 8
31705 23 4 1
31706 23 2 1
31707 23 2 6
31708 23 22 24
31801 23 4 5
31802 23 2 1
31804 23 1 2
31805 23 4 14
31806 23 1 6
