fips	june2011	dec2012
21167	0.8261	0.9157
21169	0.7202	0.8244
21171	0.8447	0.8432
21173	0.9988	0.9987
21175	0.9526	0.8069
21177	0.7937	0.7477
21179	0.8112	0.7969
21181	0.9671	0.9679
21183	0.5836	0.5664
21185	0.9846	0.9770
21187	0.9959	0.9817
21189	0.9353	0.9042
21191	0.8161	0.7871
21193	0.9240	0.9500
21195	0.8916	0.8559
21197	0.5214	0.3949
21199	0.9726	0.9745
21201	0.5210	0.5180
21203	0.8673	0.8896
21205	0.9918	0.9855
21207	0.9900	0.9906
21209	0.9539	0.9379
21211	0.9321	0.9421
21213	0.7655	0.7631
21215	0.8976	0.8764
21217	0.9604	0.9623
21219	0.5388	0.4637
21221	0.7240	0.6563
21223	0.8215	0.8350
21225	0.8445	0.8200
21227	0.9531	0.9720
21229	0.4578	0.4504
21231	0.8738	0.8660
21233	0.7198	0.6536
21235	0.8283	0.8373
21237	0.9235	0.9106
21239	0.9926	0.9946
22001	0.8366	0.8246
22003	0.7039	0.7022
22005	0.9878	0.9808
22007	0.9794	0.9830
22009	0.8404	0.7813
22011	0.4878	0.4269
22013	0.6249	0.5200
22015	0.9040	0.8823
22017	0.9497	0.9498
22019	0.9849	0.9792
22021	0.4597	0.2145
22023	0.6542	0.6438
22025	0.4734	0.3368
22027	0.4838	0.4200
22029	0.7765	0.5698
22031	0.6543	0.4654
22033	0.9870	0.9757
22035	0.6868	0.4232
22037	0.6245	0.6210
22039	0.8197	0.8123
22041	0.5943	0.3450
22043	0.6021	0.4920
22045	0.9551	0.9237
22047	0.8499	0.8361
22049	0.7041	0.3820
22051	0.9933	0.9946
22053	0.7883	0.8159
22055	0.9692	0.9562
22057	0.9960	0.9975
22059	0.5139	0.6051
22061	0.8740	0.8532
22063	0.9712	0.9661
22065	0.7423	0.6395
22067	0.8569	0.8407
22069	0.6192	0.6093
22071	0.9916	0.9919
22073	0.9436	0.9389
22075	0.8631	0.8073
22077	0.6862	0.5461
22079	0.8976	0.9026
22081	0.3930	0.1863
22083	0.6637	0.5382
22085	0.5524	0.5202
22087	0.9885	0.9937
22089	0.9836	0.9556
22091	0.4755	0.5281
22093	0.9682	0.9746
22095	0.9729	0.9835
22097	0.9459	0.9541
22099	0.9001	0.8886
22101	0.9302	0.9001
22103	0.9936	0.9972
22105	0.9133	0.9173
22107	0.5263	0.4001
22109	0.9908	0.9996
22111	0.5029	0.3211
22113	0.8875	0.8235
22115	0.7224	0.6710
22117	0.6580	0.5524
22119	0.7953	0.8099
22121	0.9135	0.8606
22123	0.6273	0.3097
22125	0.5998	0.5652
22127	0.4706	0.4222
23001	0.9931	0.9932
23003	0.8252	0.8166
23005	0.9911	0.9904
23007	0.8700	0.8419
23009	0.9351	0.9369
23011	0.9903	0.9891
23013	0.9766	0.9786
23015	0.9727	0.9774
23017	0.9240	0.9256
23019	0.9479	0.9240
23021	0.7872	0.7829
23023	0.9825	0.9828
23025	0.8924	0.8652
23027	0.9726	0.9706
23029	0.8629	0.8329
23031	0.9891	0.9887
24001	0.8672	0.8853
24003	0.9962	0.9967
24005	0.9950	0.9975
24009	0.9189	0.6905
24011	0.7516	0.7795
24013	0.9512	0.9677
24015	0.9318	0.9292
24017	0.9200	0.8833
24019	0.8527	0.8496
24021	0.9358	0.9578
24023	0.7002	0.7295
24025	0.9862	0.9943
24027	0.9974	0.9976
24029	0.7123	0.7195
24031	0.9984	0.9985
24033	0.9926	0.9939
24035	0.8762	0.8824
24037	0.9838	0.9870
24039	0.7731	0.7825
24041	0.8672	0.9333
24043	0.9469	0.9880
24045	0.9289	0.9409
24047	0.9479	0.9612
24510	1.0000	1.0000
25001	0.9607	0.9878
25003	0.9246	0.9161
25005	0.9988	0.9991
25007	0.8857	0.9724
25009	0.9957	0.9983
25011	0.8604	0.8715
25013	0.9953	0.9947
25015	0.9853	0.9839
25017	0.9995	0.9996
25019	0.9585	0.9812
25021	0.9996	0.9997
25023	0.9753	0.9914
25025	0.9999	0.9999
25027	0.9940	0.9960
26001	0.7778	0.8095
26003	0.8448	0.8124
26005	0.9508	0.9708
26007	0.9341	0.9422
26009	0.9717	0.9749
26011	0.8227	0.9371
26013	0.8860	0.8796
26015	0.8968	0.9135
26017	0.9947	0.9959
26019	0.9620	0.9750
26021	0.9911	0.9924
26023	0.9647	0.9795
26025	0.9346	0.9464
26027	0.9808	0.9816
26029	0.9533	0.9743
26031	0.7024	0.7718
26033	0.7684	0.8120
26035	0.7544	0.8342
26037	0.8659	0.9002
26039	0.7890	0.7961
26041	0.8085	0.8461
26043	0.8753	0.8820
26045	0.9190	0.9328
26047	0.9162	0.9335
26049	0.9989	0.9994
26051	0.5474	0.6044
26053	0.7128	0.7243
26055	0.9951	0.9971
26057	0.9559	0.9561
26059	0.9199	0.9319
26061	0.8686	0.8675
26063	0.9862	0.9880
26065	0.9759	0.9854
26067	0.8196	0.9080
26069	0.8894	0.9064
26071	0.7814	0.7829
26073	0.9641	0.9680
26075	0.9486	0.9500
26077	0.9913	0.9931
26079	0.8265	0.8211
26081	0.9884	0.9973
26083	0.3568	0.3269
26085	0.5259	0.7055
26087	0.9602	0.9788
26089	0.9818	0.9866
26091	0.9583	0.9613
26093	0.9629	0.9850
26095	0.3688	0.3421
26097	0.5012	0.5700
26099	0.9972	0.9985
26101	0.9553	0.9635
26103	0.8355	0.8419
26105	0.7457	0.7556
26107	0.8508	0.9474
26109	0.5937	0.6044
26111	0.9923	0.9928
26113	0.6443	0.7604
26115	0.9695	0.9789
26117	0.8773	0.9507
26119	0.4780	0.5775
26121	0.9635	0.9767
26123	0.6262	0.7689
26125	0.9987	0.9995
26127	0.6717	0.7290
26129	0.6130	0.6859
26131	0.8590	0.8516
26133	0.5001	0.9969
26135	0.2825	0.4251
26137	0.8336	0.8854
26139	0.9920	0.9959
26141	0.6238	0.7792
26143	0.9466	0.9491
26145	0.9970	0.9983
26147	0.9338	0.9727
26149	0.9513	0.9571
26151	0.8567	0.9330
26153	0.6104	0.6980
26155	0.9527	0.9630
26157	0.9795	0.9810
26159	0.9333	0.9697
26161	0.9638	0.9773
26163	0.9989	0.9996
26165	0.8302	0.8517
27001	0.5498	0.5665
27003	0.9970	0.9991
27005	0.9192	0.9147
27007	0.9842	0.9820
27009	0.9542	0.9657
27011	0.7168	0.6365
27013	0.9735	0.9758
27015	0.9580	0.9799
27017	0.6550	0.6728
27019	0.9970	0.9995
27021	0.9432	0.9173
27023	0.9878	0.9928
27025	0.8759	0.9934
27027	0.9551	0.9642
27029	0.5660	0.5431
27031	0.3431	0.3151
27033	0.9331	0.9388
27035	0.9696	0.9728
27037	0.9986	0.9991
27039	0.9226	0.9682
27041	0.9765	0.9834
27043	0.9673	0.9643
27045	0.7798	0.7224
27047	0.9157	0.9467
27049	0.9162	0.9259
27051	0.9931	0.9971
27053	0.9996	1.0000
27055	0.9450	0.9509
27057	0.7804	0.7804
27059	0.7248	0.9878
27061	0.6931	0.7818
27063	0.8769	0.8745
27065	0.3658	0.8172
27067	0.9858	0.9881
27069	0.9470	0.9510
27071	0.7718	0.7755
27073	0.9806	0.9950
27075	0.7228	0.7240
27077	0.8698	0.8661
27079	0.9428	0.9461
27081	0.9184	0.9230
27083	0.9545	0.9717
27085	0.9986	0.9998
27087	0.6048	0.6193
27089	0.8494	0.8514
27091	0.9850	0.9899
27093	0.9168	0.9846
27095	0.9187	0.9378
27097	0.8935	0.9263
27099	0.8421	0.8833
27101	0.8945	0.8970
27103	0.9712	0.9722
27105	0.8984	0.8974
27107	0.7588	0.9372
27109	0.9744	0.9782
27111	0.9141	0.9280
27113	0.8998	0.8897
27115	0.5566	0.8235
27117	0.7011	0.6996
27119	0.7817	0.8052
27121	0.9506	0.9565
27123	0.9999	1.0000
27125	0.9928	0.9927
27127	0.9579	0.9859
27129	0.8995	0.9645
27131	0.9379	0.9486
27133	0.7355	0.7418
27135	0.8073	0.8297
27137	0.7982	0.8257
27139	0.9996	0.9997
27141	0.9800	0.9979
27143	0.8867	0.9010
27145	0.9668	0.9782
27147	0.8737	0.9788
27149	0.9986	0.9996
27151	0.9660	0.9746
27153	0.8214	0.8320
27155	0.8012	0.8142
27157	0.8371	0.8249
27159	0.9067	0.9099
27161	0.8937	0.9650
27163	0.9943	0.9976
27165	0.9790	0.9791
27167	0.8103	0.7816
27169	0.9362	0.9403
27171	0.9912	0.9938
27173	0.9621	0.9902
28001	0.9968	0.9168
28003	0.8889	0.9999
28005	0.9276	0.4007
28007	0.9936	0.5582
28009	0.9636	0.7414
28011	0.9983	0.8642
28013	0.9396	0.9708
28015	0.9916	0.3335
28017	0.8719	0.7165
28019	0.9140	0.6205
28021	0.9628	0.6177
28023	0.9956	0.5755
28025	0.9986	0.5938
28027	0.9992	0.8472
28029	0.9703	0.7007
28031	0.9978	0.5772
28033	0.9935	0.9763
28035	0.9993	0.9094
28037	0.9543	0.8328
28039	0.9943	0.9718
28041	0.9532	0.9002
28043	0.9977	0.8338
28045	0.9999	0.8910
28047	1.0000	0.9841
28049	0.9997	0.9793
28051	0.9966	0.7540
28053	0.9487	0.7039
28055	0.6922	0.4888
28057	0.9732	0.9197
28059	0.9990	0.9705
28061	0.9351	0.9141
28063	0.9927	0.3743
28065	0.6499	0.6240
28067	0.9978	0.8726
28069	0.9925	0.3144
28071	0.9980	0.8444
28073	0.9983	0.8724
28075	0.9991	0.9358
28077	0.9959	0.5336
28079	0.9984	0.5513
28081	0.9917	0.9298
28083	0.9995	0.8823
28085	0.9984	0.6998
28087	0.9996	0.9375
28089	0.9978	0.9357
28091	0.9961	0.3988
28093	0.9348	0.8267
28095	0.9788	0.6969
28097	0.9961	0.7692
28099	0.9973	0.5698
28101	0.9971	0.7059
28103	0.9934	0.6349
28105	0.9993	0.8918
28107	0.9978	0.7062
28109	0.9914	0.8443
28111	0.9701	0.6955
28113	0.9645	0.7882
28115	0.9815	0.6541
28117	0.9737	1.0000
28119	0.9980	0.6164
28121	0.9970	0.9792
28123	0.9940	0.6726
28125	0.9655	0.6301
28127	0.9842	0.5449
28129	0.9698	0.6050
28131	0.9945	0.6324
28133	0.9987	0.8862
28135	0.9965	0.5114
28137	0.9934	0.6547
28139	0.9983	0.9866
28141	0.9236	0.9955
28143	0.9995	0.7221
28145	0.9934	0.8595
28147	0.9753	0.3936
28149	0.9989	0.8816
28151	0.9949	0.8997
28153	0.9948	0.4813
28155	0.9802	0.5832
28157	0.9858	0.5222
28159	0.8683	0.4139
28161	0.9247	0.5938
28163	0.9876	0.6978
29001	0.9988	0.9994
29003	0.8462	0.9344
29005	0.8787	0.8686
29007	0.9235	0.9435
29009	0.9626	0.9692
29011	0.7486	0.7393
29013	0.5822	0.7227
29015	0.4988	0.6144
29017	0.1301	0.0815
29019	0.9875	0.9924
29021	0.9899	0.9980
29023	0.9194	0.8809
29025	0.8594	0.8565
29027	1.0000	1.0000
29029	0.7994	0.8690
29031	0.8489	0.8326
29033	0.7964	0.7315
29035	0.5632	0.5218
29037	0.9541	0.9534
29039	0.8082	0.8125
29041	0.5477	0.7754
29043	0.9940	0.9950
29045	0.6282	0.6011
29047	1.0000	1.0000
29049	1.0000	1.0000
29051	0.9996	0.9997
29053	0.9845	0.9892
29055	0.8894	0.8941
29057	0.5823	0.6682
29059	0.7000	0.8402
29061	0.9539	0.9513
29063	0.8217	0.8471
29065	0.7098	0.6732
29067	0.7812	0.8227
29069	0.9187	0.8976
29071	0.9535	0.9455
29073	0.9661	0.9440
29075	0.9135	0.8978
29077	1.0000	1.0000
29079	0.9763	0.9725
29081	0.9869	0.9920
29083	0.7801	0.8021
29085	0.3053	0.3473
29087	0.9818	0.9853
29089	0.7094	0.7129
29091	0.7330	0.8300
29093	0.6882	0.7457
29095	0.9945	0.9937
29097	0.9524	0.9500
29099	0.9787	0.9861
29101	0.9149	0.9113
29103	0.9845	0.9927
29105	0.7907	0.9652
29107	0.8690	0.8721
29109	0.9927	0.9969
29111	0.9575	0.9620
29113	0.9309	0.9111
29115	0.9096	0.9023
29117	0.8792	0.8431
29119	0.8556	0.8951
29121	0.8019	0.8025
29123	0.5693	0.5643
29125	0.9441	0.9463
29127	0.9346	0.9382
29129	0.9821	0.9836
29131	0.9372	0.9242
29133	0.8962	0.8864
29135	0.9256	0.9283
29137	0.6286	0.7776
29139	0.9900	0.9877
29141	0.7327	0.7760
29143	0.8607	0.8202
29145	0.8422	0.8331
29147	0.8603	0.8643
29149	0.4297	0.4592
29151	1.0000	0.9998
29153	0.1776	0.2512
29155	0.8321	0.8178
29157	0.6164	0.5946
29159	0.9939	0.9962
29161	0.8768	0.8877
29163	0.7053	0.5926
29165	0.9984	0.9995
29167	0.9767	0.9752
29169	0.8741	0.9365
29171	0.3572	0.9904
29173	0.9406	0.9386
29175	0.7798	0.9637
29177	0.8138	0.7841
29179	0.6352	0.6443
29181	0.4022	0.4051
29183	1.0000	1.0000
29185	0.4138	0.4511
29186	0.4776	0.5275
29187	0.8144	0.8755
29189	1.0000	1.0000
29195	0.8642	0.8964
29197	0.9814	0.9825
29199	0.9969	0.9987
29201	0.8866	0.8842
29203	0.4905	0.5044
29205	0.9743	0.9781
29207	0.8137	0.7675
29209	0.9993	1.0000
29211	0.9525	0.9610
29213	0.9704	0.9833
29215	0.6719	0.7436
29217	0.5333	0.4905
29219	0.8921	0.9039
29221	0.5279	0.6549
29223	0.6312	0.4281
29225	0.9792	1.0000
29227	0.8847	0.8943
29229	0.8914	0.9103
29510	1.0000	1.0000
30001	0.5479	0.5725
30003	0.3993	0.3737
30005	0.8151	0.8383
30007	0.3918	0.3814
30009	0.4497	0.4579
30011	0.4403	0.4456
30013	0.9239	0.9352
30015	0.6904	0.7008
30017	0.9073	0.8640
30019	0.0541	0.8002
30021	0.7247	0.7920
30023	0.7265	0.8180
30025	0.6713	0.6682
30027	0.7522	0.7172
30029	0.9099	0.8895
30031	0.9100	0.9128
30033	0.2697	0.2648
30035	0.8282	0.8276
30037	0.5553	0.6211
30039	0.4630	0.4894
30041	0.8990	0.9114
30043	0.4782	0.6127
30045	0.5228	0.5333
30047	0.8982	0.9124
30049	0.7862	0.8275
30051	0.8517	0.9074
30053	0.8939	0.9003
30055	0.4127	0.4708
30057	0.6314	0.6658
30059	0.5035	0.5465
30061	0.6920	0.6942
30063	0.8477	0.9333
30065	0.0000	0.2822
30067	0.8682	0.8652
30069	0.4720	0.0228
30071	0.6908	0.7138
30073	0.7237	0.7556
30075	0.4793	0.4396
30077	0.6620	0.6722
30079	0.0059	0.1220
30081	0.4703	0.6404
30083	0.7527	0.8017
30085	0.6876	0.7373
30087	0.8099	0.8375
30089	0.7109	0.7429
30091	0.5843	0.7171
30093	0.8874	0.9024
30095	0.3609	0.4392
30097	0.8066	0.8065
30099	0.7506	0.7857
30101	0.8086	0.8184
30103	0.7069	0.6781
30105	0.6238	0.7298
30107	0.6002	0.6301
30109	0.0000	0.5288
30111	0.8739	0.9550
31001	0.9992	0.9996
31003	0.9553	0.9593
31005	0.8360	0.8598
31007	0.8582	0.8556
31009	0.9202	0.9178
31011	0.7920	0.8632
31013	0.9866	0.9746
31015	0.9724	0.9808
31017	0.8563	0.8571
31019	0.9809	0.9875
31021	0.9909	1.0000
31023	0.8770	0.9812
31025	0.9860	1.0000
31027	0.8745	0.8848
31029	0.9512	0.9362
31031	0.6024	0.6616
31033	0.9565	0.9522
31035	0.9791	0.9822
31037	0.8423	0.9213
31039	0.9936	0.9987
31041	0.7366	0.7910
31043	0.9911	0.9884
31045	0.8344	0.8191
31047	0.9896	0.9931
31049	0.9961	0.9966
31051	0.9618	0.9520
31053	0.9853	0.9999
31055	0.9960	0.9995
31057	0.9768	0.9853
31059	0.8515	0.9507
31061	0.9218	0.9463
31063	0.9038	0.8999
31065	0.9994	0.9949
31067	0.9242	0.9557
31069	0.9104	0.9116
31071	0.8816	0.9026
31073	0.9941	0.9952
31075	0.7649	0.7513
31077	0.5395	0.7486
31079	0.9795	0.9874
31081	0.9990	0.9984
31083	0.9972	0.9983
31085	0.5275	0.5727
31087	0.4503	0.7156
31089	0.9493	0.9283
31091	0.7517	0.7652
31093	0.8222	0.8601
31095	0.9072	0.8803
31097	0.9508	0.9495
31099	0.9937	0.9972
31101	0.9973	0.9992
31103	0.9741	0.9618
31105	0.9830	0.9793
31107	0.6671	0.7104
31109	0.9995	1.0000
31111	0.9777	0.9800
31113	0.3916	0.4060
31115	0.7260	0.8418
31117	0.3881	0.3459
31119	0.9974	0.9986
31121	0.9849	0.9989
31123	0.9062	0.8826
31125	0.8328	0.8470
31127	0.9030	0.9071
31129	0.9897	0.9903
31131	0.9837	0.9974
31133	0.6010	0.5993
31135	0.9695	0.9657
31137	1.0000	1.0000
31139	0.9991	0.9981
31141	0.9794	0.9893
31143	0.9234	0.9673
31145	0.9537	0.9466
31147	0.9300	0.9296
31149	0.9829	0.9820
31151	0.9255	0.9352
31153	0.9962	0.9977
31155	0.9981	1.0000
31157	0.9950	0.9954
31159	0.9469	0.9910
31161	0.6512	0.5835
31163	0.6694	0.7079
31165	0.7480	0.7416
31167	0.9417	0.9669
31169	0.9238	0.9163
31171	0.7835	0.7468
31173	0.9990	1.0000
31175	0.8507	0.8188
31177	0.9809	0.9997
31179	1.0000	1.0000
31181	0.8596	0.9085
31183	0.7840	0.8377
31185	0.9240	0.9394
32001	0.9834	0.9837
32003	0.9960	0.9947
32005	0.9290	0.9421
32007	0.9188	0.9190
32009	0.4662	0.4918
32011	0.3213	0.2880
32013	0.5600	0.7332
32015	0.5379	0.7663
32017	0.9501	0.9556
32019	0.7684	0.8567
32021	0.8214	0.7996
32023	0.8888	0.9126
32027	0.5672	0.4654
32029	0.6602	0.6652
32031	0.9887	0.9869
32033	0.6299	0.6438
32510	0.9973	0.9998
33001	0.9851	0.9834
33003	0.9438	0.9532
33005	0.9191	0.9177
33007	0.6343	0.5954
33009	0.9108	0.9125
33011	0.9923	0.9912
33013	0.9625	0.9403
33015	0.9882	0.9885
33017	0.9863	0.9875
33019	0.8992	0.8937
34001	0.9816	0.9836
34003	0.9999	1.0000
34005	0.9797	0.9840
34007	0.9976	0.9979
34009	0.9811	0.9815
34011	0.9374	0.9539
34013	1.0000	1.0000
34015	0.9859	0.9906
34017	1.0000	1.0000
34019	0.9920	0.9946
34021	0.9963	0.9962
34023	0.9979	0.9981
34025	0.9935	0.9953
34027	0.9989	0.9992
34029	0.9878	0.9881
34031	0.9997	1.0000
34033	0.9531	0.9725
34035	0.9992	0.9998
34037	0.9963	0.9974
34039	0.9998	0.9998
34041	0.9902	0.9906
35001	0.9798	0.9931
35003	0.5131	0.5453
35005	0.9618	0.9654
35006	0.3038	0.2910
35007	0.4291	0.4187
35009	0.9578	0.9582
35011	0.8789	0.9167
35013	0.9124	0.9286
35015	0.9543	0.9582
35017	0.7183	0.8773
35019	0.8876	0.8831
35021	0.6367	0.6157
35023	0.7649	0.8885
35025	0.9964	0.9964
35027	0.8803	0.8787
35028	0.9764	0.9802
35029	0.6088	0.8924
35031	0.3818	0.3682
35033	0.0003	0.0000
35035	0.8453	0.8459
35037	0.7215	0.7424
35039	0.6398	0.6321
35041	0.8499	0.8559
35043	0.8878	0.9146
35045	0.6974	0.6947
35047	0.6458	0.6008
35049	0.9258	0.9536
35051	0.7736	0.8874
35053	0.5650	0.8591
35055	0.3094	0.6319
35057	0.4726	0.8525
35059	0.6605	0.5149
35061	0.8775	0.9781
36001	0.9857	0.9873
36003	0.8023	0.8013
36005	1.0000	0.9999
36007	0.9898	0.9877
36009	0.7759	0.7584
36011	0.8981	0.9044
36013	0.9571	0.9588
36015	0.9560	0.9584
36017	0.9720	0.9692
36019	0.9231	0.9199
36021	0.9591	0.9591
36023	0.9643	0.9648
36025	0.7441	0.7297
36027	0.9961	0.9938
36029	0.9910	0.9924
36031	0.8799	0.8679
36033	0.7464	0.7318
36035	0.9724	0.9704
36037	0.9700	0.9706
36039	0.9327	0.9407
36041	0.7270	0.7183
36043	0.8862	0.8806
36045	0.8940	0.8943
36047	1.0000	1.0000
36049	0.7890	0.7611
36051	0.9800	0.9813
36053	0.9858	0.9829
36055	0.9997	0.9996
36057	0.9670	0.9737
36059	1.0000	0.9999
36061	1.0000	1.0000
36063	0.9903	0.9900
36065	0.9812	0.9789
36067	0.9968	0.9962
36069	0.9866	0.9896
36071	0.9988	0.9985
36073	0.9795	0.9749
36075	0.9604	0.9542
36077	0.8396	0.8353
36079	0.9962	0.9953
36081	0.9997	0.9998
36083	0.9736	0.9706
36085	1.0000	1.0000
36087	0.9999	0.9998
36089	0.8036	0.8038
36091	0.9948	0.9934
36093	0.9964	0.9969
36095	0.7692	0.7648
36097	0.8526	0.8657
36099	0.8840	0.9227
36101	0.8644	0.8683
36103	0.9959	0.9955
36105	0.9453	0.9411
36107	0.9590	0.9557
36109	0.9684	0.9825
36111	0.9741	0.9751
36113	0.9746	0.9645
36115	0.8525	0.8385
36117	0.9474	0.9491
36119	0.9999	0.9998
36121	0.9086	0.9077
36123	0.8569	0.8701
37001	0.9912	0.9791
37003	0.9457	0.9565
37005	0.2560	0.2747
37007	0.8903	0.9245
37009	0.7088	0.7069
37011	0.9533	0.9565
37013	0.8593	0.8524
37015	0.8998	0.9290
37017	0.9168	0.7448
37019	0.9755	0.9708
37021	0.9949	0.9960
37023	0.9802	0.9772
37025	0.9990	0.9986
37027	0.9781	0.9747
37029	0.9370	0.9315
37031	0.9997	0.9999
37033	0.8097	0.7680
37035	0.9984	0.9989
37037	0.9396	0.9549
37039	0.0247	0.0038
37041	0.9369	0.9505
37043	0.0001	0.0001
37045	0.9675	0.9607
37047	0.9296	0.9214
37049	0.9836	0.9823
37051	0.9983	0.9983
37053	0.9497	0.9579
37055	0.9990	0.9974
37057	0.9925	0.9922
37059	1.0000	0.9986
37061	0.9582	0.9472
37063	0.9932	0.9949
37065	0.9715	0.9781
37067	0.9999	1.0000
37069	0.9526	0.9602
37071	0.9966	0.9984
37073	0.9155	0.9441
37075	0.0022	0.1321
37077	0.9269	0.9248
37079	0.9391	0.9505
37081	0.9992	0.9985
37083	0.9124	0.9121
37085	0.9899	0.9929
37087	0.9730	0.9508
37089	0.9701	0.9548
37091	0.9221	0.9449
37093	0.9968	0.9978
37095	0.7164	0.7044
37097	0.9954	0.9634
37099	0.3765	0.3611
37101	0.9824	0.9885
37103	0.9203	0.9244
37105	0.9894	0.9901
37107	0.9629	0.9655
37109	0.9984	0.9978
37111	0.8242	0.8327
37113	0.5118	0.5063
37115	0.6360	0.6714
37117	0.9106	0.8880
37119	1.0000	1.0000
37121	0.8428	0.8640
37123	0.8630	0.8629
37125	0.9403	0.9524
37127	0.9866	0.9900
37129	0.9999	0.9994
37131	0.8766	0.8726
37133	0.9973	0.9988
37135	0.9962	0.9978
37137	0.9748	0.9741
37139	0.9951	0.9972
37141	0.8753	0.8596
37143	0.8816	0.9014
37145	0.9728	0.9770
37147	0.9795	0.9834
37149	0.8887	0.8634
37151	0.9120	0.9201
37153	0.9981	0.9945
37155	0.9519	0.9213
37157	0.9825	0.9732
37159	0.9939	0.9918
37161	0.8553	0.6947
37163	0.9783	0.7537
37165	0.9999	0.9986
37167	0.9979	0.9976
37169	0.9808	0.9791
37171	0.9928	0.9987
37173	0.2286	0.2374
37175	0.9187	0.1703
37177	0.8807	0.9074
37179	0.9793	0.9831
37181	0.9882	0.9855
37183	0.9992	0.9994
37185	0.9221	0.9255
37187	0.9259	0.9428
37189	0.9565	0.9682
37191	0.9910	0.9837
37193	0.9923	0.9908
37195	0.9974	0.9976
37197	1.0000	0.9560
37199	0.7287	0.8098
38001	0.8958	0.9087
38003	0.7965	0.9854
38005	0.4090	0.9320
38007	0.4496	0.4398
38009	0.9114	0.9461
38011	0.9329	0.8976
38013	0.7103	0.9542
38015	0.9612	0.9680
38017	0.9600	0.9839
38019	0.9921	0.9896
38021	0.9524	0.9486
38023	0.7184	0.8057
38025	0.6447	0.7804
38027	0.7562	0.9594
38029	0.8401	0.9298
38031	0.9358	0.9609
38033	0.6466	0.6477
38035	1.0000	1.0000
38037	0.4985	0.5309
38039	0.9996	1.0000
38041	0.8791	0.8598
38043	0.8631	0.9542
38045	0.9619	0.9679
38047	0.8664	0.9571
38049	0.6497	0.7885
38051	0.9268	0.9401
38053	0.5940	0.7850
38055	0.7557	0.8927
38057	0.9605	0.9661
38059	0.9090	0.8649
38061	0.6510	0.8890
38063	0.9218	0.9956
38065	0.8784	0.8540
38067	0.9997	0.9999
38069	0.8709	0.9644
38071	0.9156	0.9886
38073	0.9216	0.9656
38075	0.5678	0.6927
38077	0.9072	0.9276
38079	1.0000	1.0000
38081	0.9439	0.9473
38083	0.5496	0.6519
38085	0.9241	0.9145
38087	0.8102	0.8202
38089	0.9598	0.9566
38091	1.0000	1.0000
38093	0.9406	0.9474
38095	0.9993	0.9996
38097	0.9238	0.9810
38099	1.0000	0.9999
38101	0.9139	0.9761
38103	0.7725	0.9800
38105	0.7972	0.8283
39001	0.6806	0.7792
39003	0.9948	0.9960
39005	0.9640	0.9790
39007	0.8584	0.8634
39009	0.8926	0.9648
39011	0.9865	0.9842
39013	0.8666	0.8947
39015	0.9013	0.9287
39017	0.9986	0.9986
39019	0.8273	0.8259
39021	0.9944	0.9939
39023	0.9980	0.9978
39025	0.9981	0.9982
39027	0.9740	0.9649
39029	0.9554	0.9486
39031	0.7800	0.7575
39033	0.9863	0.9919
39035	1.0000	0.9999
39037	0.9684	0.9705
39039	0.9875	0.9967
39041	0.9936	0.9970
39043	0.9905	0.9974
39045	0.9767	0.9954
39047	0.9931	0.9944
39049	0.9995	0.9998
39051	0.9827	0.9899
39053	0.7109	0.6952
39055	0.9839	0.9851
39057	0.9928	0.9939
39059	0.8364	0.9093
39061	1.0000	1.0000
39063	0.9877	0.9903
39065	0.9043	0.8996
39067	0.8626	0.8679
39069	0.9910	0.9930
39071	0.8655	0.8615
39073	0.7190	0.9000
39075	0.7670	0.7973
39077	0.9603	0.9760
39079	0.8192	0.9498
39081	0.9713	0.9788
39083	0.9363	0.9432
39085	0.9984	0.9988
39087	0.8968	0.8917
39089	0.9896	0.9922
39091	0.9667	0.9766
39093	0.9955	0.9972
39095	0.9999	1.0000
39097	0.9537	0.9761
39099	0.9968	0.9967
39101	0.9825	0.9882
39103	0.9948	0.9984
39105	0.7087	0.8436
39107	0.9910	0.9917
39109	0.9960	0.9975
39111	0.4775	0.4944
39113	0.9997	0.9994
39115	0.7675	0.8112
39117	0.9662	0.9731
39119	0.9342	0.9307
39121	0.6339	0.6186
39123	0.9620	0.9938
39125	0.9776	0.9758
39127	0.7932	0.8137
39129	0.9772	0.9991
39131	0.8444	0.9137
39133	0.9914	0.9909
39135	0.9768	0.9866
39137	0.9977	0.9996
39139	0.9826	0.9873
39141	0.9876	0.9907
39143	0.9761	0.9904
39145	0.9275	0.9703
39147	0.9837	0.9867
39149	0.9813	0.9863
39151	0.9940	0.9932
39153	0.9998	0.9997
39155	0.9913	0.9900
39157	0.8807	0.9164
39159	0.9519	0.9723
39161	0.9727	0.9772
39163	0.5954	0.8016
39165	0.9981	0.9965
39167	0.8506	0.8647
39169	0.9657	0.9649
39171	0.9773	0.9966
39173	0.9919	0.9966
39175	0.9387	0.9465
40001	0.2600	0.2748
40003	0.9057	0.9375
40005	0.3348	0.3409
40007	0.7199	0.8815
40009	0.9371	0.9643
40011	0.9737	0.9656
40013	0.7313	0.7405
40015	0.9746	0.9809
40017	0.9998	0.9999
40019	1.0000	1.0000
40021	0.4324	0.3280
40023	0.8576	0.8638
40025	0.7294	0.8916
40027	0.9997	0.9998
40029	0.4468	0.4530
40031	0.9996	0.9995
40033	0.9801	0.9821
40035	0.6287	0.8144
40037	0.6575	0.8172
40039	0.9508	0.9746
40041	0.7685	0.8927
